date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:31	246858/246858	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:16%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/hernan-lucio-gJFvHkUHdSI-unsplash-1.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/hernan-lucio-gJFvHkUHdSI-unsplash-1.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:33	251200/251200	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:56%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/ralph-ravi-kayden-2d4lAQAlbDA-unsplash-1-1.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/ralph-ravi-kayden-2d4lAQAlbDA-unsplash-1-1.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:33	260859/260859	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:57%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-facade.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-facade.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:34	363865/363865	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:58%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-exterior-2.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-exterior-2.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:34	383744/383744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:56%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-exterior-1.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-exterior-1.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:35%20GMT	https://dexico.templatekit.co/?p=101	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/index198a.html	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:35	2687/2687	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2003:52:36%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fhome-company%2F	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed02dc.json	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:35	353936/353936	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:58%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-architectural-house-facade.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-architectural-house-facade.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:35	2893/2893	---MCZ	200	added ('OK')	text/xml	date:Mon,%2020%20Nov%202023%2003:52:36%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fhome-company%2F&format=xml	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed46e1	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:36	58651/58651	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:59%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/simple-retro-interior-concept-768x512.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/simple-retro-interior-concept-768x512.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:37%20GMT	https://dexico.templatekit.co/template-kit/home-company/'https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house.jpg'	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/'https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house.jpg'	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:37	84327/84327	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:38%20GMT	https://dexico.templatekit.co/template-kit/home-company/https:/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:39%20GMT	https://dexico.templatekit.co/template-kit/home-company/'https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/large-modern-lamp.jpg'	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/'https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/large-modern-lamp.jpg'	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:39	84327/84327	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:39%20GMT	https://dexico.templatekit.co/template-kit/home-company/https:/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/large-modern-lamp.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/large-modern-lamp.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:41%20GMT	https://dexico.templatekit.co/template-kit/home-company/'https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-bedroom-interior.jpg'	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/'https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-bedroom-interior.jpg'	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:41	84327/84327	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:41%20GMT	https://dexico.templatekit.co/template-kit/home-company/https:/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-bedroom-interior.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-bedroom-interior.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:42%20GMT	https://dexico.templatekit.co/template-kit/home-company/'https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/open-space-living-room-and-kitchen-in-glamour-family-house.jpg'	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/'https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/open-space-living-room-and-kitchen-in-glamour-family-house.jpg'	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:42	84327/84327	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:43%20GMT	https://dexico.templatekit.co/template-kit/home-company/https:/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/open-space-living-room-and-kitchen-in-glamour-family-house.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/open-space-living-room-and-kitchen-in-glamour-family-house.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:44%20GMT	https://dexico.templatekit.co/template-kit/home-company/'https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/armchair-and-cabinet.jpg'	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/'https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/armchair-and-cabinet.jpg'	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:44	84327/84327	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:45%20GMT	https://dexico.templatekit.co/template-kit/home-company/https:/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/armchair-and-cabinet.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/home-company/https_/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/armchair-and-cabinet.jpg	(from https://dexico.templatekit.co/template-kit/home-company/)
10:52:46	2678/2678	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2003:52:47%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fhome-grid%2F	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed1869.json	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:47%20GMT	https://dexico.templatekit.co/?p=230	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/index9fa1.html	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:47	2885/2885	---MCZ	200	added ('OK')	text/xml	date:Mon,%2020%20Nov%202023%2003:52:47%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fhome-grid%2F&format=xml	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed5c56	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:47	376730/376730	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2009:05:42%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2021/11/b81ba391-0d5c-4e43-af57-e10dc54bb9bf-472x1024-1.png	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2021/11/b81ba391-0d5c-4e43-af57-e10dc54bb9bf-472x1024-1.png	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:48	179965/179965	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:43%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/living-room-interior-with-posters-768x1152.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/living-room-interior-with-posters-768x1152.jpg	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:48	91086/91086	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:44%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/minimal-black-living-room-interior-768x1152.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/minimal-black-living-room-interior-768x1152.jpg	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:49	120416/120416	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:44%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/purple-dark-bedroom-interior-768x1151.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/purple-dark-bedroom-interior-768x1151.jpg	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:49	195133/195133	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:45%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/posters-in-dark-bedroom-interior-768x1152.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/posters-in-dark-bedroom-interior-768x1152.jpg	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:49	95743/95743	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:46%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/gold-elegant-bedroom-interior-768x1152.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/gold-elegant-bedroom-interior-768x1152.jpg	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:49	116400/116400	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:46%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/patterned-armchair-next-to-wooden-table-in-dark-grey-living-room-768x1152.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/patterned-armchair-next-to-wooden-table-in-dark-grey-living-room-768x1152.jpg	(from https://dexico.templatekit.co/template-kit/home-grid/)
10:52:50	262314/262314	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2009:05:07%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2021/11/8ef2db43-15d2-4f98-9564-561f66e99371-240x1024-1.png	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2021/11/8ef2db43-15d2-4f98-9564-561f66e99371-240x1024-1.png	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:50	121247/121247	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:35:02%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/contemporary-design-living-houses-modern-luxury-ap-PULDYE5-2-1.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/contemporary-design-living-houses-modern-luxury-ap-PULDYE5-2-1.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:52:52%20GMT	https://dexico.templatekit.co/?p=416	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/index5750.html	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:51	2657/2657	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2003:52:52%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fhome-4%2F	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embedb426.json	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:52	2861/2861	---MCZ	200	added ('OK')	text/xml	date:Mon,%2020%20Nov%202023%2003:52:53%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fhome-4%2F&format=xml	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed3cc9	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:53	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:54%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:53	182839/182839	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:26%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/backyard-of-modern-house-768x1152.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/backyard-of-modern-house-768x1152.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:53	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:54%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-1.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-1.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:54	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:54%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-2.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-2.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:54	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:55%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-3.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-3.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:54	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:55%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-4.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-4.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:55	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:56%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/new-design-house-surrounded-by-green.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/new-design-house-surrounded-by-green.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:55	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:56%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-5.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-5.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:55	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:56%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-6.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-6.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:56	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:57%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-7.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-with-garden-swimming-pool-and-wooden-deck-7.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:56	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2003:52:57%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-exterior-3.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/modern-house-exterior-3.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:57	14155/14155	---MCZ	200	added ('OK')	text/css	date:Thu,%2009%20Nov%202023%2012:05:41%20GMT	https://dexico.templatekit.co/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:57	9281/9281	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:51%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/black-and-wood-interior-300x200.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/black-and-wood-interior-300x200.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:57	14143/14143	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:51%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/yellow-chair-at-desk-with-typewriter-in-dark-room-interior-with-300x200.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/yellow-chair-at-desk-with-typewriter-in-dark-room-interior-with-300x200.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:58	14102/14102	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:52%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/geometric-poster-in-dark-room-300x200.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/geometric-poster-in-dark-room-300x200.jpg	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:58	146714/146714	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202023%2022:04:42%20GMT	https://dexico.templatekit.co/2020/08/15/five-chilling-instances-of-slips-in-time/	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/2020/08/15/five-chilling-instances-of-slips-in-time/index.html	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:58	3303/3303	---MCZ	200	added ('OK')	text/css	date:Thu,%2009%20Nov%202023%2003:54:18%20GMT	https://dexico.templatekit.co/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:58	146193/146193	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202023%2022:04:41%20GMT	https://dexico.templatekit.co/2020/08/15/my-secret-weapon-for-design-inspiration/	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/2020/08/15/my-secret-weapon-for-design-inspiration/index.html	(from https://dexico.templatekit.co/template-kit/home-4/)
10:52:59	15347/15347	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2009%20Nov%202023%2003:54:18%20GMT	https://dexico.templatekit.co/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?ver=1.2.0	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min7359.js	(from https://dexico.templatekit.co/template-kit/home-4/)
10:53:00	366693/366693	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2009:07:50%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2021/11/5ad8b420-4847-462f-8f1c-980890c9e0a3-350x1024-1.png	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2021/11/5ad8b420-4847-462f-8f1c-980890c9e0a3-350x1024-1.png	(from https://dexico.templatekit.co/template-kit/propertys-style-1/)
10:53:00	50464/50464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Nov%202021%2014:34:31%20GMT	https://dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/jason-briscoe-UV81E0oXXWQ-unsplash-1.jpg	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-content/uploads/sites/26/2020/09/jason-briscoe-UV81E0oXXWQ-unsplash-1.jpg	(from https://dexico.templatekit.co/template-kit/propertys-style-1/)
10:53:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2003:53:02%20GMT	https://dexico.templatekit.co/?p=211	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/index0114.html	(from https://dexico.templatekit.co/template-kit/propertys-style-1/)
10:53:01	2657/2657	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2003:53:02%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fpropertys-style-1%2F	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed554d.json	(from https://dexico.templatekit.co/template-kit/propertys-style-1/)
10:53:02	2861/2861	---MCZ	200	added ('OK')	text/xml	date:Mon,%2020%20Nov%202023%2003:53:03%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fpropertys-style-1%2F&format=xml	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed86fb	(from https://dexico.templatekit.co/template-kit/propertys-style-1/)
10:53:03	147654/147654	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Nov%202023%2022:04:44%20GMT	https://dexico.templatekit.co/template-kit/	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/template-kit/index.html	(from https://dexico.templatekit.co/template-kit/propertys-style-1/)
10:53:03	2655/2655	---MCZ	200	added ('OK')	application/json	date:Mon,%2020%20Nov%202023%2003:53:04%20GMT	https://dexico.templatekit.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdexico.templatekit.co%2Ftemplate-kit%2Fpropertys-list%2F	D:/CodeGym/BC%20JAVA/module4/fe-md4/dexico.templatekit.co/wp-json/oembed/1.0/embed4fdb.json	(from https://dexico.templatekit.co/template-kit/propertys-list/)
